"Depenses_Publicitaires","Ventes"
3294.04456900138,18313.8456973189
4731.4226084297,22889.4590922904
7853.54273251839,34862.1849238625
4848.53767200679,24911.7089559082
2960.23894426791,19978.2667536923
4002.84584708891,24817.9061303618
5728.18996835732,27958.7361442247
4436.59569249534,25413.1896178368
4157.18545467533,23717.3672887004
4484.12414880731,24319.6132260396
5135.74497070883,26179.4037884953
7397.76315671874,34775.9360790724
4867.15233179167,22596.9372479537
6621.19924422728,27653.2322743668
5946.13117347585,29022.285527222
4829.54015674079,24249.2411419561
2700.6469956641,18249.9514103622
4218.32402367122,24137.5268253565
4265.19432029229,24302.173056575
5070.73164914229,24686.8539407033
6950.29801650023,30225.8063115065
8439.61846074664,35466.0526002557
7321.37158847565,34090.1503440165
4800.27355350658,25252.8616338778
2365.20890666354,19961.641741637
4416.83020389238,23235.2168708372
5133.81083460994,27652.7677142713
6267.51950610115,30568.563140338
6443.79195272641,30555.5427799794
6026.4641441247,28908.793845931
2907.0884753008,18161.5006316174
6274.46456845003,28605.3186870116
4330.16417535917,23449.2835174944
5262.20405024188,25884.3899320842
5111.8267657606,27221.9292340542
5642.25014745576,26708.1161959944
5037.01247423921,24970.283579542
2498.78735362151,16527.7238857332
6104.74394716016,28037.5591843938
5579.03985252451,26599.5882729659
4601.52256208267,19177.0961384492
5177.21676657002,22801.9869052814
5201.0579680527,25458.2000842542
5331.5292028415,25464.0200587955
7461.26924896623,29982.0690904838
4671.42443159979,20031.1969427133
5252.09807582699,25047.5557876541
6752.57580960364,31564.7189601995
6581.27153506538,33290.2918690513
6717.89466557054,30076.7704092929
4133.79799841067,25387.7636764874
8003.72409543924,34177.2166015897
5100.05130639527,25531.2181277049
7800.27776706029,34050.4839278784
2973.64597095393,17179.78342234
5031.47537953136,24990.9897128043
6874.87185645382,32441.510966946
3927.13671916581,20281.958583793
3870.96654767339,20969.6875032442
3592.19194458966,18481.0343328505
3421.2300809919,20972.3946358744
4344.2607002294,23882.3816654662
5496.76875943847,27787.0009807636
1978.68425311892,13496.432696323
5317.97065005844,26168.3820196848
6855.01256962486,28676.9223255749
8056.36102736065,34168.3137846499
6951.76398830088,33540.5398049148
6135.16214569394,27398.4358632133
2409.90440132851,18663.0798458632
4097.73993798983,20793.8826458021
4471.93031512607,22458.7345244776
6055.28585413534,29043.3010635793
4841.49299899434,23166.2544560673
3112.02705790974,15930.1515034384
7526.65356214117,35110.2975568502
6367.08693769394,29821.9752888415
5356.14540873654,24901.1573450894
6827.16291548872,26493.331171805
2991.83856914754,22779.9352502412
5991.2304466847,34754.4329825972
4215.63143552987,23061.8551213005
6025.61828277607,29776.4681433506
4908.76706800989,27175.421828178
5949.44106954718,26444.7143415643
7003.27642258909,30307.4368086542
5010.93513547535,21578.5633331357
6526.33795542814,28105.8574017407
3217.34894727803,20896.8664076063
3917.59333934598,21171.3480395562
7278.82656708227,31408.0566328806
5566.08195953589,26473.1267756027
1921.66576934941,12037.663343057
2953.94382187644,20537.0913340927
4698.82847661632,21209.4996519781
6298.66910650173,28478.8669946739
4847.17511642717,23664.3984251638
5936.28120803098,27371.6559903805
6438.50806668174,32235.4560895168
7506.58224329441,31355.6268940525
5084.02509991244,23685.8801083135
4922.02714072865,21726.7734322983
2370.1439612866,15499.0357206373
5148.99139113174,23114.6047586597
4142.22491315666,23242.5671319666
3538.98562579386,18890.9483853658
4730.14065342869,24798.5060303423
6522.41475911549,29274.3893016506
2010.87726696713,13165.5074410798
4359.08106919186,21496.0276361302
5174.95592537406,27295.0926862375
3660.18864491757,22786.7181066618
5500.85441374884,30513.7097898478
5617.1448809236,26844.2740259712
4950.44576108601,21859.6836552938
1301.15270935996,12366.6240740496
8857.18721879996,37388.5386660802
4692.0511137977,27876.4260111825
5976.78992238151,28150.388014024
5410.64973655482,28512.7228599214
6537.00985222753,31147.1921660671
6226.48916956113,26343.2842644487
4685.31024315724,23713.705424942
5567.25165831276,29312.2780476336
3581.88675331416,22497.8524791343
6285.38451634898,29783.7458321825
4308.44249167347,23879.5559657742
8625.16003068232,34892.6694916281
2523.42665646772,14931.5093427148
4304.01913555098,25502.9089883155
6238.06979413886,25873.7703990827
5765.198820318,25417.8046215423
4115.7784422275,23605.2653117222
3504.82888668872,17990.0975612869
5216.71355706604,24546.3998446525
4978.53888024963,22570.0176271839
2314.57814410391,18185.0615477696
5051.82660070078,26048.1058353785
5285.34547353869,26699.8058071634
5262.08959547276,26671.1983307096
3417.47443609598,21366.9148010458
5714.19991745394,28421.3127363029
7067.85520543886,27266.2425029681
5684.35460476972,26755.4310915894
3296.61729443849,20114.7795084193
4346.53179546214,24488.9477916819
5519.15542933041,24182.4941359807
4029.4315530226,21089.094279436
1763.53049747708,13143.3055109289
6326.37623004231,31093.6091155463
3755.78358256322,23825.4959141083
4139.65959384758,23994.3322322612
7255.8509135068,29322.7459753664
3838.78260559189,22420.252050249
6268.59731028394,31106.6903036137
3108.97568177184,19662.8090067884
4468.18639538903,22272.3405203752
4889.66597129528,22496.7614326631
3247.02286336347,18410.4629989701
4047.87760263664,23573.3295198086
4956.73767060753,24006.8908110587
6006.0439531009,28473.3617391829
2524.18018486234,20162.4321459276
4475.3686411831,24582.7758044882
6134.60965781823,31133.1745364018
4191.78626003361,19172.19917478
5340.93788250941,25461.4610881007
5738.34285509665,27345.1646042743
5401.75252299752,27362.4361522096
5979.88651920707,25601.2463145633
4815.93700853393,26060.1807364964
4379.48522961182,23753.2358411601
1035.27657195653,13633.441743079
4860.58847228079,25598.7350000525
5645.42704453998,26703.564253866
5803.09826130223,29260.3869809049
4167.08247303012,23797.7069665533
7669.25436466272,32707.3443456528
5429.63662944324,28369.6639270111
5189.47378768833,26153.5387329573
6908.40016920278,32062.7033064873
3922.30066802111,20578.5467208149
4324.49206411293,26134.3398663106
8596.17872007464,35780.558271524
5016.69378083133,26745.766880281
7450.35263211246,32150.824844552
2842.24003262822,17967.4602839234
4714.22479693565,25711.550881367
5567.63585545525,23533.6742771834
5450.0578178087,27306.9057490142
3491.54561073374,21261.7695781909
5028.88891193806,19696.0079975651
3383.86902033203,20888.3617180626
6069.05498786642,23870.3294689053
6627.16263479097,31201.0966581583
1662.51845526888,14079.7278990443
6853.54019345022,29170.7469298809
3138.43325478726,19401.6071580165
5682.15390347395,29792.5658003898
5989.85395721391,26698.915717206
4700.16525784785,25216.7023614411
4032.32906471031,22779.3029309747
5247.98153186308,23384.9073373061
5658.22805107168,23492.6401185471
6324.95422992306,24989.6911472909
1921.49452414707,16867.031995377
2545.43109791146,17566.8091706718
7145.60351178227,35137.9539425681
6569.94327066732,30857.180028528
5652.93342336152,28658.1920522498
6072.76761066659,30887.0700026697
6375.7623764615,28125.8489334546
1008.61580230148,14046.0432633614
6665.41564495823,31733.833475363
4272.51860515651,25556.2591914756
5345.9252459468,27563.0780304931
4557.26329867463,24514.0842420986
6307.94743111812,27187.3941988119
4477.29132656658,24890.9947016151
5777.75564883237,28333.7986913337
4413.97253204153,24510.4181035384
3360.81918634774,20929.7476501877
6815.0157656604,30041.3712075612
6111.35001691141,28180.3182538662
7586.39335873468,34133.9083027671
5097.73089886895,25636.4557104559
6687.50411874226,28402.2952075728
7963.12858102862,33309.0675034745
4577.77682744155,21095.0790339716
3015.57333086718,17112.6561872637
4640.97264929283,23633.6958076074
4678.93814002193,20440.5493073159
5227.52075676398,22305.4773211088
7568.45746597892,34910.5027968089
4510.78416124198,22379.1146353031
5559.50698370737,22975.1374920191
4658.4739026567,23749.6952291122
5030.67606278755,27734.1667228057
5471.08649525939,27737.7680796475
6992.32204405548,31859.7325288737
5181.97756623617,27913.4245232682
6069.26348004667,26664.7875579382
6168.2900446753,29964.24851673
6372.15990628345,27942.3084872926
4138.40817172342,22416.7528878953
7440.32182129202,36749.8961025563
4428.56489105898,25224.5634645955
4841.32374852537,26059.9866730105
7106.07540157126,29101.5703810775
6941.12585921837,29250.9057376657
3365.01219138314,24663.2695346726
3690.3934993738,18884.5789701748
2962.88141094408,19317.6029834024
5272.77078892975,27603.4544860634
5247.2613018777,27779.2998503176
5546.17203103259,28816.7401149363
5828.23657132784,27158.4517342131
4097.16073102248,20649.5087988274
3509.45211335193,19913.8418740785
6540.17758411236,27816.3367352581
6126.59195390948,29633.9133479584
2736.25019400695,20449.4606388731
4857.27882372607,28826.2635761653
3656.07826586525,21700.4635634592
1893.87339418705,13932.0574281738
5225.18019678221,27724.4903163331
4881.18243611212,26453.065095727
4853.94609873038,24085.3409043855
5324.22881270185,22856.9766303609
6323.69774659488,30493.7130305725
5308.39625672508,28183.4775614585
4075.34623568971,21635.8230456573
3897.80112211808,22765.8890030703
4802.29581043823,23855.1064818137
5465.02547986843,27759.7069298803
3440.47947094694,20086.8569834111
4723.53669673642,23481.2583623691
6450.90089025187,29575.94366715
4837.57986314827,23945.9289594802
3952.36899860841,20675.0726669167
4586.08224736169,23126.3728796003
6671.97281804297,29999.6141494778
5825.0659418212,27890.1881069006
6855.01370012241,33629.8883436189
5208.64678574266,22909.944695321
5615.41264473564,26446.999833101
4162.3146314778,23749.9901499951
5908.0560033955,31248.2098170722
4240.49968671614,23573.5277853794
2869.15174295638,18579.9483959183
5191.98944852619,24960.8545263858
7918.77682659715,34584.946808008
6201.37150935959,30582.2303684716
6747.88008491939,29875.9236336661
5538.28358463973,26942.3735676123
4087.16423252566,22695.3653858658
4696.63871733457,25548.471420423
4590.12783978211,25993.1443333957
4296.95033032687,23449.1726248599
6056.25092589457,28016.4114345894
3203.95474645188,22401.1905037728
6299.54919816916,29227.7158297187
6296.22872933884,32044.3901456035
3202.06646139688,19482.3540689515
5959.2379968508,29105.5599189398
8645.33997851676,32843.8427470598
4164.17677708759,22267.7464085879
6267.35636211211,28758.4800064146
3826.6972315709,19963.4008598796
6666.0671273042,27926.415613068
5374.73707988984,28020.5298447732
7477.87308743475,34261.9367301597
2811.54390719463,15837.167731891
4923.05317081196,25617.9171023046
4209.6122358116,20403.7460675246
4704.10269638555,22010.1616367935
4055.63188597099,23217.7205544457
3749.2346291975,19875.6558874064
5868.08356192467,29591.2106500184
3368.62892888461,20182.9339848045
7226.04639733442,32750.4371435747
3220.69012202937,18614.8169703158
5151.61872709292,23152.4135113916
5799.48393023972,29227.9562727247
5880.10300863894,28116.4520090422
4547.38000420043,23164.0044936919
5119.2529929926,25496.2296320693
6441.89622771452,31977.505368342
2815.30112438536,17049.5701039159
3827.39043270188,19983.3544091793
5480.60347147492,25202.58030901
4332.82703249451,19828.4985610638
7055.0059909565,32804.274247877
6009.88079503225,28414.3816785853
5108.25012862213,25739.0943343023
2738.36402369498,18128.3973623896
5039.15033798936,24097.1301311199
4525.37619770451,21929.2913655611
4846.4802297191,26243.1534957427
3227.66115941647,16830.6141324091
5747.98706574489,28124.5590811655
3441.56533953945,18739.472717103
4660.66702783639,24546.6215126001
5572.13874417703,25235.0351881508
3824.72631648043,20427.4955840732
5874.4871085201,31162.1931596143
3025.23439752246,20412.2684304344
785.337981559188,8066.21989612625
5697.45198617878,27345.180790737
6260.8097404415,27878.80334881
4571.23186461292,21440.4432182834
5756.18938188741,27688.1399265246
3266.12521237449,20058.3066691622
4809.27708976151,23770.8181241484
2087.72243593907,20208.5744424921
6771.77133715778,25817.9338778402
7789.86629231474,35046.0376515012
6611.01839042299,29255.0086303438
4958.97955037939,26189.9654722969
4950.00448658612,23942.018058481
2725.89856527335,16989.9665709299
6185.57801583234,25135.9747147078
4683.89872896234,23632.7993303415
4014.88561195839,27002.1484385893
2881.96131101254,20625.2883492963
4550.35625503059,27002.2130767454
3726.40829747494,23009.1555290529
4404.45421950824,25501.8880744484
3173.6000183546,21326.552884062
7531.38422441855,33544.9375367858
4975.99620918805,23762.9310795701
6612.41761590858,28771.3833730788
1097.45049461352,10090.67149109
4320.20325500774,22948.9743372632
3986.77656261189,23759.0410395491
3165.61073095113,21560.6773059055
7319.91373133614,32150.0066029193
2877.07712034576,17535.9761265935
5477.58539061204,33013.7910584732
6269.65442836954,30282.3343476095
5267.28528262703,28643.0064576394
3687.11678375673,20385.9890699355
6411.74871008625,29159.3308761496
5255.88212276126,26664.8605636972
3404.75314042693,23567.3040451774
2917.92642859691,18130.8301948785
8130.07615173972,36097.4597887853
3982.24528187234,17757.1065769766
2216.64251912294,15635.4186892056
5799.88904413048,24815.6489788648
5465.34538409134,28622.7615869882
2969.2484964161,18578.8393126878
2085.56537962707,15475.9479748677
4825.54622426209,27214.8383651834
6709.09443756413,32359.8290291725
5954.18605277322,26066.5157513847
4260.59386375703,23637.5145664904
3748.71765262343,18789.2638208458
5406.60013512582,25268.5703569551
5236.03002082424,28941.2453367666
5944.56762003909,30733.9587627782
4406.30307456666,25436.9467346336
6349.03107980465,27905.2854667533
3753.78270899563,17498.4851864358
4504.18294982006,21161.1524814118
6111.22178558886,30238.7784060216
6484.95741294067,28873.7364664918
2092.24294781993,11951.5125523238
5160.78561052423,25121.9818561398
5913.16851760194,30559.983995055
2823.76352976405,19758.2278703312
5720.93839981283,25520.2981123796
3757.7385944048,18181.3824790844
6530.37951824664,27938.0441034664
5807.72304815396,27492.2244871049
6153.57844249341,30236.8827293044
5181.07899393055,21663.3566722111
6295.47265123663,30932.8214642581
7070.77179247181,31223.2308305915
7949.37202318345,34987.674008762
4957.4074178764,21565.7111271595
1626.42336450139,13545.9613332598
5047.28900689099,24245.3986421419
5308.34181267496,28012.8081346429
4766.9819792834,26357.294032641
5852.43293116561,28427.4797119935
6516.0169467714,32756.475203562
4223.02635474827,21638.2566647541
4558.85700926583,25701.6454153454
5596.76331320051,26718.4098800201
4174.66438776629,21189.3089709461
5136.90107523235,27257.4633023587
2057.43860167205,18934.5164667151
3320.15041790356,21716.9520860804
3008.36678659381,18006.2934489369
3719.56445490914,20219.1180964172
3960.043208104,24635.481317924
5573.45771381955,27426.0259542942
6473.16950378396,31078.6564699941
3908.9247063687,21049.3701517775
3504.74152643299,23036.2944522283
3437.46671151574,18694.8898446228
4378.11691045449,24385.0537730967
4641.45639777115,22290.0192621772
5725.4263007574,22251.1288691007
4518.01273674742,20868.1231888829
1882.26609670997,15919.3886885502
4862.84858667479,26354.391259276
6780.78021597733,26839.7364817424
6787.40190276549,27859.3567704574
3816.55517283316,24978.7575116504
2678.33518454364,17167.2068539844
8687.09073779791,37072.6724772549
4756.36708628087,23215.230616088
4853.82312484157,23964.3036042217
5630.86128304722,27067.0722623521
2578.94081507132,17758.746130812
3907.67133321307,21337.8935775551
2689.33639206499,17128.4162059075
3960.35807898411,15785.3524573549
5178.27414950684,29272.1334491879
2952.93581301963,22439.655855545
5884.97401905097,25452.7585737144
5434.016043226,25965.8330854581
3643.67746156904,23681.5829941321
5339.4874135716,28015.0422868192
6122.12174374076,30919.5684687138
6591.64287989261,27631.4348033582
4680.72758203021,29196.7189384866
4859.54480913343,22311.7145078596
4869.92879752711,26117.6190763479
7162.19263408257,31769.1298631391
6687.60783841699,29255.4028793269
6251.60235163556,27995.9754585446
4568.98880023896,21724.1727756549
5559.86215124961,29924.9060452624
5604.93549683104,26993.8329460186
3437.49005856602,20830.9060741268
2407.54322701889,17641.8953471787
5962.74504147742,27137.8936183105
2706.03420322937,15850.060120178
5002.52553272631,25515.0292175469
5375.3717320225,21938.8362961496
5845.80108545882,24700.2693707052
5284.13935627222,23699.6246789399
3900.71929055431,19544.8001463182
6479.54878984319,29653.0240026637
7607.95065035937,36020.8270477276
6321.76821338816,25934.6563520346
2084.52364801404,17120.9229852353
7099.36427810442,33097.1823409553
4915.9160807206,22768.683837584
5787.37141897894,27256.5154538918
5933.04985380659,29446.3713666639
4854.97089018994,24053.894465475
4887.10520352691,24219.9469160783
6528.73560399635,30201.6603944103
6067.40288372937,28082.1821445216
6485.39336906635,28344.8743273206
8574.39004284549,35445.9400896147
5996.62379554113,31755.5509713963
5311.07173607796,27680.5525674459
1684.05033413657,13222.9568567545
9037.57100486917,34622.8777699449
4275.98476730554,22107.9898205514
8562.10207264309,38343.8556198252
5561.96535200748,27271.2542928563
7307.64529834519,30519.9254213543
4835.43451823564,26270.772690343
5767.20613204719,27034.8776186958
5320.93696946339,23721.4539098073
4720.81895093976,25084.8417612428
4819.40926306626,27506.5134095564
6519.25150376638,30426.6911075648
4697.81277954275,24477.4390809061
1943.4762583388,14517.9425181823
4706.16612675526,25255.2954420048
5809.68590830441,25287.9166551325
5924.68357452716,24467.7526746197
5924.85172621615,27687.8496416609
2461.84771869638,17316.3561444911
5553.11308701679,31389.450325056
6451.7888149206,26922.671828978
6914.86802220148,31086.4167133025
4662.55809343383,25597.7804675459
4517.1611207258,25652.6690504092
7231.75674781706,31673.8212741325
2498.10793133102,16007.8115111346
4344.75503463031,22902.697000151
5686.19311903618,30938.0913409829
2573.33935192816,18685.4960721361
5419.44179364764,22169.3712358268
7816.79603157829,36297.3063520354
4993.90901984549,26062.7323813666
4582.31896255462,23679.8133439888
5712.36757105108,27101.375470933
4581.39174381904,23444.5957918703
6220.1005611186,29173.4206452663
6356.65319667454,28062.2257239496
5004.03749184518,25566.1349788556
3234.96176337541,17842.1732404847
3022.66890881137,19468.3004769836
4110.50395151702,24545.186695884
6196.07075082475,29606.6244797819
2062.69223801461,18255.5760669461
2170.51226190118,14329.7992620983
4019.33026285985,22167.5763575247
5591.59227197088,28009.2774213568
3629.65092775251,18752.943047791
6330.12355564409,32121.9993410492
5500.05495523277,24430.5488437278
4744.04057264208,24561.1591349379
6228.24220479767,28988.3912751032
5582.54774422905,26990.9838366209
4331.09745918177,22572.4432102584
5346.67240162724,26939.8907791741
5971.27003696639,25851.4811271042
5534.42501729307,24024.5466754328
4012.98468807578,20729.8167880009
6282.80330759629,28733.7617150933
6729.40433833792,32701.7086557279
5414.411834815,29418.1437841741
5216.15699369328,26287.4339061693
4886.56237883024,25422.870381877
8242.12376945418,34239.0815410837
5414.47329820369,26339.5260627171
4762.55895695008,21478.5851486467
1238.12329670412,14294.2373479039
2652.0773524542,16885.1248927751
4883.49019908415,25319.8281434536
5309.44106726465,25236.3605234849
5415.30868829242,24922.6945952044
6232.26017067293,28258.5577584147
4708.77138601932,23392.5043367905
6821.88319172384,32654.8059908563
3617.72593569563,21271.5939719612
3187.3359193354,20426.9906103126
3156.52073366928,16987.8550294063
6113.44553627978,31333.9800280954
4875.62008649116,24945.601141795
6184.72688273075,26841.6178413857
4598.44036766437,24413.4143938868
4112.16184668078,24077.3535997321
4447.47113731024,20575.0591353276
2221.07476363741,20043.4382309733
3245.57710937883,19420.6699177798
2836.94803046232,20753.1856526843
6581.48340796302,29888.9728620669
4104.0048629558,21647.1688997339
6184.18977918527,24882.7292443021
7274.73590253794,29623.8632704394
4712.33778633509,24054.3327591704
5425.81835952853,27933.1601688199
2373.39872090588,13356.8388544085
3771.9953337203,24066.8682258094
5084.32227407426,28050.9477508287
5448.63035500423,24059.2585531908
3860.90282405168,22527.3095965413
9027.2884988402,35014.5870698122
4312.41479136142,22686.8444167077
5096.36533494506,27146.4214825285
5974.68780073028,29660.7426975884
4960.97204783901,23184.5669362501
4034.64891945933,21330.6738494269
6567.95849594496,27751.5483458405
7423.3179848108,32949.0412742422
4955.45904342525,21748.2268014082
5843.4010181046,22271.5521712111
4853.88125224605,27501.2683204839
6524.68282655324,34120.9943056492
3265.74890861022,18887.179645353
8481.29033599171,36966.0759821649
4094.70312831749,22269.103817533
2811.72587834286,21383.8052344606
4473.6232592104,24529.1576427699
5220.0627262175,26067.5161088848
7435.43181152034,28708.0225310293
6366.81451515698,31266.3549070664
5213.68764806868,24939.3557141123
2915.77471401776,15940.3439726232
3700.94338299183,20699.2368191488
4755.07260165606,24011.6614853836
8829.53917019089,38607.031255905
2209.65863867238,14294.1838514891
6696.58197776903,28974.4586786702
4209.14861414912,25603.6856992137
7498.98634998113,35214.2905874834
3291.19904003989,22200.0262079244
5215.43485199412,28969.3524466781
3350.67358744587,20460.0827219974
6355.27463954251,27902.056544888
7225.66923310713,32787.4158230482
7926.08150960173,35895.690780457
6196.40098638428,33416.4695020949
7764.89938186673,29364.7334801778
6869.63586299247,31155.378995111
